	uwords	wlocations
0	beginning	[1001001, 1010010, 1013003, 1041021, 1044012, 1049003, 2012002, 5011012, 5021017, 7007019, 8001022, 8003010, 9003012, 10021009, 10021010, 12017025, 15004006, 18008007, 18042012, 19111010, 20001007, 20008022, 20008023, 20008026, 20009010, 20017014, 20020021, 21003011, 21007008, 21010013, 23001026, 23018002, 23018007, 23040021, 23041004, 23041026, 23046010, 23048016, 24017012, 24026001, 24027001, 24028001, 24049034, 25002019, 26040001, 27009021, 27009023, 30007001, 33001013, 40014030, 40019004, 40019008, 40020008, 40024008, 40024021, 41001001, 41010006, 41013008, 41013019, 42001002, 42023005, 42024027, 42024047, 43001001, 43001002, 43002011, 43006064, 43008009, 43008025, 43008044, 43015027, 43016004, 44001022, 44008035, 44010037, 44011015, 44026004, 47003001, 47008006, 50004015, 51001018, 53002013, 58001010, 58003014, 58007003, 61003004, 62001001, 62002007, 62002013, 62002014, 62002024, 62003008, 62003011, 63001005, 63001006, 66001008, 66021006, 66022013]
